ox,oy,oz,ow,ax,ay,az,lx,ly,lz
-0.06160318,0.05070664,0.08566328,0.99312419,-0.00066579,0.00146474,-0.00013316,-0.01170707,-0.01190001,0.10208365
-0.06067551,0.0506717,0.08299756,0.99340945,-0.00173105,0.00239685,-0.0015979,-0.01140832,-0.01158882,0.10203386
-0.06053812,0.05079457,0.08222322,0.99347597,-0.00199737,0.00239685,0.00026632,-0.01163861,-0.01159504,0.10214589
-0.06113495,0.05052052,0.08432599,0.99327713,0.00053263,0.00066579,0.00093211,-0.01129629,-0.01163238,0.10182847
-0.06147853,0.05036984,0.0858318,0.99313456,-0.00066579,0.00106526,0.00106526,-0.01163238,-0.01177553,0.10194673
-0.06207203,0.05009039,0.08944392,0.99279296,0.00013316,0.00066579,-0.00066579,-0.01146434,-0.0116884,0.10201519
-0.06230474,0.0499186,0.09160625,0.99258989,0.00013316,0.00066579,-0.00053263,-0.01102244,-0.01154525,0.1016542
-0.06023474,0.0501705,0.0854759,0.99325156,-0.00013316,0.00199737,0.00026632,-0.01133986,-0.01137721,0.10171644
-0.05938926,0.05036354,0.08206802,0.9935801,0.00053263,0.00292948,-0.00039947,-0.01150791,-0.01163861,0.10210232
-0.06007145,0.05036777,0.08239623,0.99351174,0.00013316,0.00133158,0.00079895,-0.01137098,-0.01159504,0.10207742
-0.06058093,0.05037326,0.08350028,0.9933883,-0.00053263,0.00146474,0.00106526,-0.01132741,-0.01168217,0.10184714
-0.05983823,0.05060415,0.08054881,0.99366516,-0.00053263,0.00079895,0.00093211,-0.01138965,-0.01160126,0.10197162
-0.05909391,0.0509518,0.07610548,0.9940421,-0.00079895,0.00199737,0.0015979,-0.0111158,-0.01139588,0.10167287
-0.05988811,0.05086372,0.07655065,0.99396497,0.0,0.0015979,0.00146474,-0.01144567,-0.01185022,0.10190316
-0.06105535,0.0505809,0.08099234,0.99355626,-0.00039947,0.00279632,0.00186421,-0.01135853,-0.01165728,0.10194673
-0.06123514,0.05068683,0.08236063,0.9934274,-0.00066579,0.00226369,0.00173105,-0.01138343,-0.01135853,0.10230149
-0.05972445,0.05095422,0.07749958,0.99389666,-0.00133158,0.00173105,0.00213053,-0.0114021,-0.01178175,0.10176001
-0.05940242,0.0510288,0.07462453,0.9941321,0.0,0.00146474,-0.00026632,-0.01145811,-0.01175064,0.10176624
-0.05945059,0.05122773,0.07335057,0.99421382,0.0,0.00093211,-0.00039947,-0.01141455,-0.01175686,0.10172267
-0.05955622,0.05122396,0.07255366,0.99426609,-0.00093211,0.00346211,0.00039947,-0.01148923,-0.01160126,0.10204631
-0.05976363,0.0512345,0.07191049,0.99429995,-0.00013316,0.00266316,0.00173105,-0.01149546,-0.0115577,0.10198407
-0.05981093,0.05117825,0.07144586,0.99433339,-0.00066579,0.0,0.00106526,-0.01154525,-0.01181288,0.10181603
-0.05999446,0.05149586,0.07070253,0.99435914,0.00013316,0.00319579,0.00039947,-0.01148301,-0.01164483,0.10204631
-0.06013472,0.05159201,0.06990888,0.99440175,-0.00093211,0.00253,-0.00026632,-0.01148301,-0.01155147,0.10210232
-0.06025432,0.05136792,0.0708759,0.99433768,-0.00066579,0.00226369,-0.00039947,-0.011427,-0.01183155,0.10195918
-0.06071737,0.05125051,0.07301066,0.99416107,-0.00013316,0.00319579,0.00119842,-0.01125273,-0.01138343,0.10194673
-0.06091162,0.05133132,0.07410776,0.99406391,0.0,0.00253,-0.00013316,-0.01143322,-0.01169462,0.10197785
-0.06067165,0.05140904,0.07418985,0.99406844,-0.00039947,0.00119842,-0.00053263,-0.01145811,-0.01154525,0.1020712
-0.06069601,0.05114736,0.0741992,0.99407971,0.00106526,0.00372843,0.00013316,-0.0115577,-0.01161993,0.10185337
-0.06018972,0.05105492,0.07355516,0.9941631,-0.00079895,0.00186421,0.00173105,-0.01135853,-0.01150791,0.10210232
-0.06023403,0.05124762,0.07317563,0.99417847,-0.00013316,0.00266316,0.00026632,-0.01130874,-0.01159504,0.10206498
-0.06107521,0.05128087,0.07521235,0.99397343,-0.00013316,0.00066579,-0.00039947,-0.01134609,-0.01162616,0.10205875
-0.06123072,0.051224,0.076793,0.993846,0.0,0.00372843,0.00026632,-0.01149546,-0.01166973,0.10182225
-0.0609231,0.05098611,0.07716266,0.99384844,-0.00053263,0.00266316,0.0015979,-0.01114692,-0.01141455,0.10202141
-0.06065543,0.05098685,0.07716998,0.99386424,0.00199737,0.00239685,0.00066579,-0.01150791,-0.01137098,0.10215834
-0.06094711,0.05095768,0.07837749,0.99375343,-0.00026632,0.00306264,0.0,-0.01118426,-0.01166973,0.10221435
-0.06123083,0.05092951,0.0804397,0.99357259,0.00066579,0.00399474,-0.00026632,-0.01131497,-0.01141455,0.10192183
-0.06103181,0.05125004,0.07997838,0.99360555,-0.00053263,0.00292948,0.00186421,-0.01176308,-0.01169462,0.10205875
-0.0596148,0.05152988,0.07543448,0.99403244,0.0,0.00119842,-0.00066579,-0.01159504,-0.01146434,0.1018347
-0.05961234,0.05154857,0.07369546,0.99416208,0.00106526,0.00306264,-0.00053263,-0.01160126,-0.01143944,0.10213344
-0.06142152,0.05118533,0.07968779,0.9936083,0.00106526,0.00079895,-0.00039947,-0.01139588,-0.01163238,0.10205875
-0.06201441,0.05112756,0.08303711,0.99330008,0.0,0.00266316,-0.00026632,-0.0116884,-0.01172574,0.1022019
-0.06097622,0.05117982,0.08031528,0.99358553,0.00106526,0.00039947,0.00093211,-0.01147679,-0.01176308,0.10144882
-0.06056659,0.05111356,0.07873987,0.99374002,0.00039947,0.00559264,0.00013316,-0.01143944,-0.01161371,0.10221435
-0.0599202,0.05125428,0.07627871,0.9939639,0.0,0.00119842,0.00079895,-0.01158882,-0.0116635,0.10170399
-0.05983007,0.05144622,0.07465876,0.99408239,-0.00053263,0.00306264,0.00066579,-0.01161371,-0.01163861,0.10226414
-0.05918529,0.05150542,0.07160204,0.99434274,0.0,0.00173105,0.00013316,-0.01141455,-0.01160749,0.10238862
-0.05872386,0.05143873,0.06888054,0.99456584,-0.00026632,0.00053263,0.00026632,-0.01153903,-0.01152035,0.10154217
-0.05971957,0.05151749,0.06988406,0.99443233,-0.00026632,0.00173105,0.0,-0.01157637,-0.01180665,0.10208987
-0.06100317,0.05127481,0.07391829,0.99407536,0.00026632,0.00266316,-0.00213053,-0.01144567,-0.01161371,0.10208987
-0.06141905,0.05139747,0.075821,0.99390006,0.00039947,0.00266316,0.0,-0.01148923,-0.01185644,0.10216456
-0.06118385,0.05139925,0.07571131,0.99392277,0.00106526,0.00279632,0.00146474,-0.01161993,-0.01170707,0.1019654
-0.06092137,0.05126416,0.07566944,0.99394912,-0.00119842,0.0015979,-0.00066579,-0.01157637,-0.01158259,0.10160442
-0.06112298,0.0510826,0.07789868,0.99377388,0.00053263,0.00266316,0.00133158,-0.01128385,-0.01150791,0.10182225
-0.06100892,0.05095686,0.07927191,0.99367875,0.00039947,0.0015979,0.00093211,-0.0114021,-0.01148301,0.10176001
-0.05957489,0.05103318,0.07470167,0.99411583,-0.00026632,0.00213053,0.00079895,-0.01153903,-0.01161993,0.10192806
-0.05916101,0.05122854,0.07129193,0.99438071,0.00039947,0.00372843,-0.00053263,-0.01164483,-0.01188756,0.1015733
-0.06013586,0.05110767,0.07265437,0.99422991,-0.00079895,0.00306264,-0.00079895,-0.01152658,-0.01163861,0.10197785
-0.06108553,0.05136035,0.07508168,0.99397862,0.00133158,0.00213053,0.00146474,-0.01137721,-0.01157637,0.10161064
-0.06087401,0.05113545,0.07609103,0.99392641,-0.00079895,0.00119842,-0.00146474,-0.01116559,-0.01168217,0.10227036
-0.06064194,0.05102639,0.07638657,0.9939236,-0.00079895,0.00186421,0.00013316,-0.01135853,-0.01149546,0.10207742
-0.06143099,0.05096256,0.07825045,0.99373341,0.00039947,0.00053263,0.00053263,-0.01122783,-0.01162616,0.10219568
-0.06267723,0.05081782,0.08385465,0.99320573,-0.00146474,0.00119842,-0.00039947,-0.01131497,-0.01157637,0.10215834
-0.06244152,0.05069082,0.08650672,0.99299955,-0.00013316,-0.00039947,0.00093211,-0.01149546,-0.01163861,0.10210855
-0.06027405,0.05073826,0.08093941,0.99360031,-0.00013316,0.00173105,0.00053263,-0.01146434,-0.01184399,0.10210232
-0.05963865,0.05097208,0.07763248,0.99389046,0.00053263,0.00186421,0.00039947,-0.01121539,-0.01155147,0.10194673
-0.06044564,0.0509025,0.07921217,0.99372065,0.00039947,0.00306264,0.00039947,-0.01139588,-0.01166973,0.10195295
-0.06072303,0.05083143,0.08009044,0.99363703,0.00053263,0.00279632,0.00053263,-0.01132741,-0.01146434,0.10215212
-0.06127916,0.05050263,0.08255748,0.99341768,0.00013316,0.00199737,0.00079895,-0.01135231,-0.01160126,0.10182225
-0.0616015,0.05050543,0.0847562,0.99321246,-0.00039947,0.00279632,0.0015979,-0.01154525,-0.01171952,0.10177868
-0.06127911,0.05047853,0.08451489,0.9932543,-0.00133158,0.00253,-0.00026632,-0.01147679,-0.01168217,0.10202141
-0.06077123,0.05054115,0.08337758,0.9933784,0.0,0.00399474,-0.00039947,-0.01141455,-0.01152658,0.10162309
-0.06050754,0.05076957,0.08230547,0.99347228,0.00119842,0.00253,0.00026632,-0.01143322,-0.01166973,0.10232016
-0.06028836,0.0506806,0.08110289,0.99358904,0.00053263,0.00479369,-0.00026632,-0.01137721,-0.01127762,0.10155462
-0.06051835,0.05085028,0.08070365,0.99359894,-0.00106526,0.00372843,0.00093211,-0.01125895,-0.01176308,0.10201519
-0.06123492,0.0507557,0.08258665,0.9934051,-0.00093211,0.00372843,0.00039947,-0.01133364,-0.01157637,0.10215834
-0.06126726,0.05065686,0.08364359,0.99331975,0.0015979,0.00253,0.00173105,-0.01151413,-0.01175686,0.10204631
-0.06111658,0.05071659,0.08350234,0.99333775,0.00066579,0.00253,0.00066579,-0.01161371,-0.01163861,0.10203386
-0.06097524,0.05065941,0.0834246,0.99335599,-0.0015979,0.00306264,0.00026632,-0.01139588,-0.01135853,0.10202141
-0.0608629,0.05052329,0.08252521,0.99344492,-0.00186421,0.00319579,0.00026632,-0.01146434,-0.01160126,0.10188448
-0.06075169,0.05082425,0.08168215,0.99350601,0.00039947,0.00013316,-0.00066579,-0.0115328,-0.01160749,0.10207742
-0.06013671,0.05077718,0.07987884,0.9936924,-0.00133158,0.0041279,-0.00093211,-0.01136476,-0.01143322,0.1023575
-0.06021518,0.05113411,0.07786629,0.99382919,0.00013316,0.00372843,-0.00173105,-0.01162616,-0.01173819,0.10211477
-0.06053249,0.05100727,0.07805383,0.99380159,0.0,0.00186421,0.00173105,-0.01113447,-0.0115577,0.10217701
-0.06114013,0.05061579,0.0809361,0.99355394,0.0,0.00119842,0.00146474,-0.01121539,-0.01150791,0.10184092
-0.06129545,0.05071985,0.08238701,0.99341983,-0.00039947,0.00199737,0.00066579,-0.01160749,-0.01158259,0.10204631
-0.06095795,0.05067976,0.08194109,0.99347943,-0.00133158,0.00106526,0.00026632,-0.01119671,-0.01135853,0.10180358
-0.06112363,0.05094178,0.08169745,0.99347591,-0.00106526,0.00053263,0.00039947,-0.01139588,-0.01158882,0.10182847
-0.06018586,0.05094554,0.07980635,0.99368662,-0.00079895,0.00332895,0.00146474,-0.01142077,-0.01143322,0.10189071
-0.06021667,0.05098933,0.07867658,0.99377263,-0.00093211,0.00306264,0.00133158,-0.01146434,-0.01181288,0.10184092
-0.06088638,0.0508647,0.0804444,0.99359667,-0.00093211,0.00133158,0.00053263,-0.01128385,-0.01168217,0.10193428
-0.06121249,0.05075395,0.08226125,0.99343354,-0.00053263,0.00066579,-0.00053263,-0.01144567,-0.01160749,0.1018347
-0.06150888,0.0505985,0.08427385,0.99325454,0.00039947,0.0,0.00013316,-0.01151413,-0.01173819,0.10198407
-0.06159282,0.05053793,0.08612183,0.99309385,-0.00053263,0.00332895,0.00119842,-0.01129629,-0.01155147,0.10190938
-0.06130034,0.05048731,0.08624507,0.99310374,-0.00106526,0.00093211,-0.00026632,-0.01127762,-0.01162616,0.1020712
-0.06055556,0.05047761,0.08444313,0.99330479,-0.00039947,0.00213053,0.00079895,-0.01154525,-0.01174441,0.10174756
-0.06042245,0.0504246,0.08317174,0.99342281,0.00106526,0.00146474,-0.00066579,-0.01134609,-0.01141455,0.102121
-0.05971943,0.0505853,0.0803248,0.9936915,0.00066579,0.00239685,0.00053263,-0.01143944,-0.0116884,0.10161686
-0.05986433,0.05076968,0.0787194,0.99380177,0.0,0.00173105,-0.00119842,-0.01130252,-0.0115328,0.10197785
-0.06011161,0.05081499,0.07874198,0.99378282,0.00173105,0.00173105,-0.00053263,-0.01118426,-0.01142077,0.10210855
-0.06045584,0.05107231,0.07872708,0.99374998,-0.00066579,0.00306264,0.0,-0.01152035,-0.01150791,0.1018347
-0.05987639,0.05107997,0.07630829,0.9939732,0.00133158,0.00119842,-0.00213053,-0.01162616,-0.01195602,0.10197162
-0.05968373,0.0511378,0.07407024,0.99415112,0.00039947,0.00346211,-0.00053263,-0.01143322,-0.01163238,0.10194051
-0.05994348,0.05131521,0.07322874,0.99418867,0.00053263,0.0015979,0.0015979,-0.01135853,-0.01157637,0.10200274
-0.06001412,0.05101677,0.07310019,0.99420929,0.00053263,0.00079895,-0.00026632,-0.0112465,-0.01156392,0.10192806
-0.06078829,0.05113104,0.0745728,0.99404699,0.00106526,0.00306264,0.00133158,-0.01139588,-0.01155147,0.10242596
-0.06185582,0.05097122,0.07886306,0.99365819,0.00039947,0.00319579,0.00026632,-0.01128385,-0.0115328,0.10182847
-0.0618688,0.05092079,0.08128217,0.99346489,0.00039947,0.00119842,0.0,-0.01148923,-0.01170085,0.1020961
-0.06175894,0.05081116,0.08238492,0.99338651,0.00066579,0.00253,0.00026632,-0.01138343,-0.01154525,0.1016542
-0.06155847,0.05082117,0.08304933,0.99334323,0.00013316,0.00292948,0.00093211,-0.01132741,-0.01168217,0.10199652
-0.06028252,0.05100849,0.07925463,0.99372178,-0.00039947,0.00292948,0.00066579,-0.01150168,-0.01171952,0.10204631
-0.05994895,0.0511018,0.07710011,0.99390668,-0.00079895,0.00039947,-0.00039947,-0.01131497,-0.01159504,0.10189693
-0.06046666,0.05097577,0.07739598,0.9938587,-0.00053263,0.00253,0.0,-0.01136476,-0.01178798,0.10176624
-0.06062603,0.0511072,0.07820477,0.99377894,-0.00079895,0.00173105,-0.00013316,-0.01160126,-0.01175064,0.1019654
-0.06084032,0.05098767,0.07877181,0.99372727,-0.00039947,0.00279632,0.00146474,-0.01152035,-0.01177553,0.10211477
-0.06111257,0.05101129,0.07921961,0.99367368,-0.00039947,0.00093211,-0.00053263,-0.0115328,-0.01173196,0.10189693
-0.06102474,0.05090953,0.07918879,0.9936868,-0.00106526,0.00253,-0.00106526,-0.01128385,-0.0116635,0.10214589
-0.06070776,0.05081693,0.07865433,0.99375337,0.00053263,0.00213053,0.00106526,-0.01147056,-0.01170085,0.10208365
-0.060626,0.05079674,0.07865728,0.99375921,-0.00093211,0.00146474,0.0,-0.01130874,-0.01165728,0.10185959
-0.06124033,0.05077315,0.08118129,0.99351972,-0.00173105,0.00106526,-0.00013316,-0.01147679,-0.01148923,0.10214589
-0.06137863,0.05084157,0.08270506,0.99338198,0.00026632,0.0015979,0.00106526,-0.01169462,-0.01180043,0.10173512
-0.06084349,0.05110702,0.08098675,0.99354279,-0.00026632,0.00239685,0.00066579,-0.01133364,-0.01158882,0.10187826
-0.06056385,0.05102829,0.0799636,0.99364686,0.00093211,0.00119842,-0.00053263,-0.01129007,-0.01163861,0.10175379
-0.06135341,0.05075911,0.08206239,0.99344105,-0.00133158,0.00133158,0.0,-0.01135853,-0.01152658,0.10171644
-0.06173078,0.05087928,0.08435423,0.99321949,0.00013316,0.00306264,0.0,-0.01138965,-0.01149546,0.10174756
-0.0609486,0.05078802,0.08290076,0.99339479,-0.00066579,0.00346211,-0.00013316,-0.01128385,-0.0116635,0.10195295
-0.06013581,0.05109937,0.07945924,0.99370956,-0.00013316,0.00332895,0.0,-0.01156392,-0.01160749,0.10173512
-0.05974536,0.05124269,0.07663383,0.99394763,-0.00053263,0.00266316,0.0,-0.0115328,-0.01171952,0.1019654
-0.05918581,0.05133025,0.07318676,0.99423635,0.00039947,0.00266316,0.00253,-0.01150791,-0.01161371,0.10211477
-0.05942968,0.05122733,0.07157051,0.99434483,-0.00013316,0.00199737,0.0,-0.0112465,-0.01182532,0.10204008
-0.06039314,0.05089545,0.07569089,0.99399859,0.00039947,0.00173105,0.00039947,-0.01147056,-0.01148923,0.10193428
-0.06088565,0.05086223,0.07788197,0.99380106,-0.00013316,0.00106526,0.0,-0.01123406,-0.01154525,0.10203386
-0.05998108,0.05097776,0.07494793,0.9940756,-0.00119842,0.00279632,0.00079895,-0.01125895,-0.01154525,0.10172889
-0.05983681,0.05126062,0.07334146,0.99418956,-0.00119842,0.00199737,-0.00066579,-0.01138965,-0.01170707,0.10200896
-0.06067235,0.0511269,0.07601926,0.9939447,0.00053263,0.00319579,0.00026632,-0.01149546,-0.01175686,0.1022019
-0.061311,0.05109742,0.07868128,0.99369985,0.0,0.00346211,-0.00133158,-0.01155147,-0.0116884,0.10187826
-0.06035095,0.05110059,0.07697168,0.99389225,-0.00026632,0.00093211,0.00079895,-0.0112465,-0.01153903,0.10218946
-0.05959803,0.05126934,0.07371444,0.99417597,-0.00053263,0.00213053,-0.00013316,-0.01129629,-0.01143944,0.1020712
-0.05948798,0.05131668,0.07164107,0.9943316,0.0,0.00319579,-0.00013316,-0.01147679,-0.01175686,0.10213967
-0.0591782,0.05144402,0.07000292,0.99446017,-0.00039947,0.00306264,-0.00053263,-0.01153903,-0.01139588,0.10215212
-0.05974236,0.05156064,0.06973786,0.99443907,0.00053263,0.00226369,-0.00039947,-0.01139588,-0.01167595,0.10169777
-0.06154953,0.05157955,0.07606042,0.99386418,0.0,0.0015979,0.00119842,-0.01139588,-0.01152035,0.10204631
-0.06201626,0.05121048,0.07978985,0.99356192,0.00079895,0.00306264,-0.00093211,-0.01147679,-0.01173819,0.10207742
-0.06038444,0.0510345,0.07596887,0.99397087,-0.00093211,0.00332895,-0.00066579,-0.01137098,-0.01168217,0.10186581
-0.05994217,0.05112766,0.07373779,0.99416077,0.00133158,0.00173105,-0.00013316,-0.01131497,-0.01181288,0.10167287
-0.06003915,0.0512179,0.07335027,0.99417901,0.00079895,0.00306264,-0.00133158,-0.01143322,-0.01171952,0.10191561
-0.0599291,0.05110114,0.07349823,0.99418068,0.00039947,0.00146474,-0.00053263,-0.01125895,-0.01157014,0.10197785
-0.06051905,0.05123247,0.07462955,0.99405396,0.00093211,0.00133158,0.00013316,-0.01154525,-0.01190001,0.10204008
-0.06117684,0.0513849,0.07627732,0.99388063,0.00013316,0.00133158,-0.00013316,-0.01150168,-0.01160126,0.10178491
-0.06109814,0.05108369,0.07737134,0.99381655,-0.00079895,0.00226369,0.00093211,-0.01137098,-0.01148301,0.10225792
-0.06105705,0.0510625,0.07852979,0.99372917,0.00026632,0.00426106,-0.00146474,-0.0116635,-0.01181288,0.10230771
-0.06137962,0.05116397,0.0795031,0.99362677,0.00039947,0.00213053,-0.00039947,-0.01170707,-0.01162616,0.10189071
-0.06188339,0.05095677,0.08260778,0.99335289,0.00026632,0.00266316,-0.00026632,-0.01150168,-0.01171329,0.10184714
-0.0618109,0.05080514,0.08432202,0.99322104,-0.00106526,0.00306264,0.00119842,-0.01126518,-0.0114021,0.10181603
-0.06081424,0.05084708,0.08247672,0.99343538,0.00239685,0.00226369,-0.00039947,-0.01148301,-0.01169462,0.10179113
-0.06038092,0.05075447,0.08134912,0.9935596,-0.00013316,0.00346211,-0.00186421,-0.01150791,-0.01158259,0.10208987
-0.05966131,0.05084762,0.07769285,0.99389088,-0.00093211,0.00372843,0.0,-0.011427,-0.0119249,0.10169155
-0.05940462,0.05116261,0.07456595,0.99412954,-0.00093211,0.00239685,-0.00039947,-0.01165105,-0.01178175,0.10201519
-0.06021625,0.05109901,0.0757174,0.99399692,-0.00053263,0.00133158,-0.00039947,-0.01154525,-0.0116884,0.1016791
-0.06089152,0.051183,0.07833247,0.99374872,0.00106526,0.00279632,-0.00013316,-0.0115328,-0.01126518,0.1018347
-0.06111932,0.05091077,0.079853,0.99362773,-0.00039947,0.00039947,0.00119842,-0.01162616,-0.01165728,0.10218323
-0.06129793,0.05110624,0.08065368,0.99354202,0.00066579,0.00226369,-0.00119842,-0.01150791,-0.01180665,0.10188448
-0.06099568,0.05099215,0.08108,0.99353182,0.00239685,0.00186421,-0.00106526,-0.01139588,-0.01158259,0.10186581
-0.06103512,0.05095775,0.0809961,0.99353796,0.00066579,0.00213053,0.00093211,-0.01153903,-0.01165105,0.10208365
-0.06084912,0.05073992,0.08095385,0.99356401,0.00079895,0.00146474,-0.00119842,-0.01112825,-0.01177553,0.1018098
-0.06089525,0.05050948,0.08202066,0.99348539,0.00119842,0.00253,0.00013316,-0.01138343,-0.01167595,0.10203386
-0.06142695,0.05062485,0.082591,0.99339956,-0.00119842,0.00346211,0.00199737,-0.01148301,-0.01183155,0.10182225
-0.06125472,0.05070627,0.08247527,0.99341571,-0.00053263,0.00173105,0.00079895,-0.01156392,-0.01159504,0.10194673
-0.06119724,0.05084426,0.08237305,0.9934206,-0.00093211,0.0015979,0.00053263,-0.01172574,-0.01165728,0.10208987
-0.06055417,0.05097719,0.08045276,0.99361062,0.00093211,0.00266316,-0.00066579,-0.01159504,-0.01173819,0.10218323
-0.06003256,0.05109911,0.07848497,0.99379331,0.00119842,0.00226369,-0.00013316,-0.01139588,-0.01117182,0.10193428
-0.05988851,0.05142603,0.07566643,0.99400371,-0.00186421,0.00039947,0.00026632,-0.0115328,-0.01180665,0.10207742
-0.05938471,0.0515708,0.07218611,0.99428523,-0.00039947,0.0041279,0.00026632,-0.01177553,-0.01185022,0.10199652
-0.0596267,0.05132541,0.07107893,0.99436325,-0.00239685,0.00079895,-0.00079895,-0.01122161,-0.01156392,0.10205253
-0.06060312,0.05128,0.07352001,0.99412906,-0.00026632,0.00173105,0.00079895,-0.01161371,-0.01169462,0.10188448
-0.06090825,0.0513022,0.07486272,0.99400902,0.00066579,0.00292948,-0.00066579,-0.01146434,-0.01178798,0.10176624
-0.0624065,0.05095077,0.08119521,0.99343687,-0.00053263,0.00319579,0.00066579,-0.01132741,-0.0115328,0.10197162
-0.06272191,0.05061556,0.08500397,0.99311548,0.00053263,0.00239685,0.0,-0.0114021,-0.01173819,0.10179735
-0.06212193,0.05087064,0.08474592,0.99316221,-0.00133158,0.00386158,-0.00079895,-0.01141455,-0.01191246,0.10179113
-0.06131471,0.05075185,0.08429856,0.99325657,0.00026632,0.00319579,0.0,-0.01133364,-0.01135231,0.10177868
-0.06020119,0.050906,0.08109841,0.9935832,-0.00013316,0.00119842,-0.00146474,-0.01151413,-0.01188134,0.10177246
-0.05971471,0.05108815,0.07816032,0.99383861,0.00079895,0.00146474,-0.00106526,-0.01138965,-0.0115577,0.10201519
-0.05963466,0.05106635,0.07643252,0.99397898,0.00013316,0.00266316,0.00066579,-0.01127762,-0.01138343,0.10179113
-0.05961432,0.0512402,0.0753814,0.99405146,-0.00039947,0.00332895,-0.00053263,-0.01148301,-0.01156392,0.10202141
-0.0603168,0.05118673,0.07598022,0.99396628,0.00026632,0.00239685,-0.00013316,-0.01139588,-0.01156392,0.1023575
-0.06133232,0.05108496,0.07907366,0.99366802,-0.00013316,0.00292948,-0.00053263,-0.01140832,-0.01172574,0.10199652
-0.06128379,0.05109774,0.07982881,0.99360996,0.00053263,0.00173105,0.00106526,-0.01152035,-0.01188134,0.10218946
-0.0602606,0.05129926,0.07577156,0.99397981,0.00039947,0.0015979,0.00119842,-0.01143944,-0.01191246,0.10202141
-0.05963002,0.05113719,0.07336917,0.99420643,0.00053263,0.00239685,-0.00053263,-0.01125895,-0.01162616,0.1020961
-0.06080958,0.05114722,0.07642394,0.99390429,0.00133158,0.00199737,0.00026632,-0.01152658,-0.0116884,0.10186581
-0.06140635,0.0512651,0.07807738,0.99373287,-0.00039947,0.0,-0.00066579,-0.01144567,-0.01176931,0.10198407
-0.0623878,0.05119668,0.08225275,0.99333841,-0.0015979,0.00226369,-0.00066579,-0.01154525,-0.01173819,0.10215834
-0.06265252,0.05087338,0.08577715,0.9930402,-0.00053263,0.00292948,0.00119842,-0.01175064,-0.0116884,0.10179735
-0.0613515,0.05092488,0.08342165,0.99331945,-0.00079895,0.00119842,-0.00093211,-0.01155147,-0.01160126,0.10200896
-0.06024424,0.05109659,0.0787998,0.99375576,0.00066579,0.00279632,-0.00066579,-0.01158882,-0.0115328,0.10181603
-0.06030236,0.05108346,0.07793447,0.99382114,-0.00119842,0.00332895,0.00013316,-0.01137098,-0.0115328,0.10215834
-0.06096819,0.05100748,0.07992899,0.99362594,0.00039947,0.00359527,0.00066579,-0.01160126,-0.01183777,0.10191561
-0.06125927,0.05106901,0.08100364,0.99351782,0.00013316,0.00346211,0.00093211,-0.01159504,-0.01180043,0.10218323
-0.06110778,0.05099342,0.08149331,0.99349105,0.00013316,0.00359527,-0.00026632,-0.01158882,-0.01142077,0.10204631
-0.06134997,0.05101509,0.08175287,0.99345362,0.0,0.00053263,-0.00146474,-0.01139588,-0.01183777,0.10179113
-0.06118374,0.05113015,0.08159801,0.99347073,-0.00146474,0.00226369,0.00119842,-0.01148301,-0.01165105,0.10174756
-0.06104979,0.05095303,0.08152805,0.99349385,-0.00026632,0.00119842,0.00133158,-0.0114021,-0.01173196,0.10195295
-0.06074236,0.05080462,0.08102278,0.99356163,-0.00079895,0.00226369,0.00119842,-0.01120294,-0.01176931,0.10236995
-0.06067285,0.05096039,0.0806803,0.99358571,-0.00093211,0.0015979,0.00119842,-0.01148301,-0.01148923,0.10197162
-0.06051625,0.05104432,0.08010766,0.99363738,0.00053263,0.00053263,-0.00013316,-0.01156392,-0.01175686,0.10185959
-0.06060773,0.05114644,0.07956354,0.99367023,0.00013316,0.00266316,0.00106526,-0.01137098,-0.01148923,0.10215834
-0.06064665,0.05135752,0.0790558,0.99369752,0.00093211,0.00466053,-0.00079895,-0.01165105,-0.0119498,0.10238862
-0.06075418,0.05138989,0.07855858,0.99372864,0.00093211,0.00292948,0.0,-0.01160749,-0.01181288,0.10178491
-0.06026682,0.05137487,0.07734117,0.99385464,-0.00039947,0.00066579,0.00133158,-0.011427,-0.01161993,0.10240729
-0.05945718,0.05156128,0.07326278,0.99420267,-0.00093211,0.00106526,0.00079895,-0.01181288,-0.01169462,0.10178491
-0.0594186,0.05183752,0.07098781,0.99435556,0.00053263,0.00239685,-0.00039947,-0.01158882,-0.01170085,0.1018098
-0.06182339,0.0516829,0.07830784,0.9936673,0.00133158,0.00199737,0.00119842,-0.01150791,-0.01158259,0.1018347
-0.06244608,0.05125638,0.08222073,0.99333429,0.00119842,0.00199737,0.00093211,-0.01129629,-0.01171952,0.10162309
-0.06083585,0.05116399,0.07907443,0.99369437,0.00013316,0.00332895,0.00146474,-0.01156392,-0.01188134,0.10199029
-0.06022269,0.05122357,0.076593,0.99392295,0.00133158,0.00319579,-0.00013316,-0.01147056,-0.01175064,0.10176624
-0.05999912,0.05138075,0.07470396,0.9940722,0.00039947,0.00239685,-0.00026632,-0.01160126,-0.01174441,0.10236995
-0.06019351,0.05177025,0.07332212,0.99414313,-0.00066579,0.00213053,0.00133158,-0.01161371,-0.01174441,0.10189071
-0.06042942,0.05174293,0.07360931,0.99410903,-0.00039947,0.00213053,0.00119842,-0.01142077,-0.01145189,0.10194673
-0.06076291,0.05160316,0.07490394,0.99399918,-0.00146474,0.00319579,0.00066579,-0.01131497,-0.01161993,0.10187826
-0.06087629,0.05130899,0.07628413,0.9939025,-0.00079895,0.00279632,0.00026632,-0.01126518,-0.01163861,0.10197785
