ox,oy,oz,ow,ax,ay,az,lx,ly,lz
-0.0628295,0.05143001,0.08151072,0.99335968,0.00079895,0.00332895,-0.00013316,-0.01163238,-0.0119249,0.10173512
-0.06226923,0.05123379,0.08255121,0.99331915,-0.00106526,0.00306264,-0.00106526,-0.01152035,-0.01176931,0.10222057
-0.06115939,0.05129297,0.08038425,0.99356276,0.0,0.00119842,-0.00026632,-0.01160126,-0.01171329,0.10234505
-0.05956449,0.05154721,0.07468085,0.99409145,0.00066579,0.00213053,-0.00079895,-0.01132119,-0.01154525,0.10190938
-0.05922345,0.05165359,0.07182095,0.99431705,0.00026632,0.00133158,-0.00026632,-0.01129007,-0.01143944,0.1022019
-0.06009742,0.05152135,0.07345936,0.99415177,0.00093211,0.00399474,-0.00053263,-0.01139588,-0.01158882,0.1020961
-0.06077726,0.05174005,0.07431264,0.9940356,0.00066579,0.00226369,-0.00026632,-0.01182532,-0.01186267,0.10194051
-0.06161516,0.05149265,0.07840847,0.99368215,-0.00026632,0.00266316,-0.00026632,-0.01148923,-0.01158882,0.10219568
-0.0619964,0.05124569,0.08082327,0.99347776,-0.00013316,0.00146474,-0.00066579,-0.01137721,-0.01200581,0.10205253
-0.06177831,0.05140987,0.08074224,0.99348944,0.00093211,0.00186421,0.00146474,-0.01158259,-0.01171329,0.1019654
-0.06130919,0.05138109,0.08026493,0.99355865,0.00039947,0.00319579,-0.0015979,-0.01170085,-0.01180043,0.10189693
-0.06075007,0.05140703,0.0788423,0.99370551,0.00199737,0.00186421,0.00173105,-0.0116635,-0.01158882,0.10193428
-0.06067548,0.05162261,0.07713308,0.99383307,-0.00053263,0.00199737,0.00026632,-0.01187511,-0.0117942,0.10195918
-0.06092707,0.05145768,0.07774518,0.99377853,-0.00026632,0.00399474,0.00119842,-0.01109091,-0.01140832,0.10200896
-0.06175711,0.05123149,0.08062533,0.99350941,0.0,0.00213053,0.00013316,-0.01150791,-0.01187511,0.10195918
-0.06169724,0.05110774,0.08180162,0.9934234,0.00133158,0.0015979,0.0,-0.01150791,-0.01178798,0.10210855
-0.0606857,0.05126892,0.07887299,0.99371415,0.00119842,0.00093211,0.00013316,-0.01133364,-0.01160749,0.10168532
-0.06069211,0.05134498,0.0772456,0.99383765,0.00039947,0.00266316,-0.00013316,-0.01145811,-0.01163861,0.10192183
-0.06085607,0.05138425,0.0777166,0.9937889,-0.00066579,0.00426106,0.0,-0.011427,-0.01170085,0.10164798
-0.0609894,0.051329,0.07798191,0.99376279,0.00013316,0.00239685,-0.00013316,-0.01140832,-0.01157637,0.10205253
-0.06123964,0.05113738,0.07893905,0.99368173,0.00026632,0.00319579,-0.00053263,-0.01133364,-0.01176308,0.10203386
-0.061469,0.05130642,0.07973889,0.993595,0.00026632,0.00093211,0.00066579,-0.01140832,-0.0116884,0.1019654
-0.06103625,0.05147684,0.07888489,0.99368107,-0.00013316,0.00013316,-0.00039947,-0.01161993,-0.01161993,0.10213967
-0.06070599,0.0515925,0.07745212,0.99380791,-0.00093211,0.00173105,0.00039947,-0.01173819,-0.01178798,0.10182225
-0.06068847,0.05153192,0.07657034,0.99388045,-0.00013316,0.00266316,-0.00039947,-0.01135853,-0.01184399,0.10230771
-0.06061055,0.05161963,0.07598899,0.99392539,0.00053263,0.00279632,0.00053263,-0.01155147,-0.01170707,0.10169155
-0.06052735,0.0516652,0.07551243,0.99396431,0.00106526,0.00186421,0.00119842,-0.01145811,-0.01149546,0.10185959
-0.06035182,0.05173255,0.07388582,0.99409378,-0.00066579,0.00386158,0.00053263,-0.01169462,-0.01187511,0.10197785
-0.06036403,0.05171368,0.07294349,0.99416357,-0.00013316,0.00119842,0.00106526,-0.01152035,-0.01163861,0.10181603
-0.06122803,0.05190793,0.07523814,0.99392951,0.0015979,0.00346211,-0.00026632,-0.01185022,-0.01188756,0.10191561
-0.06113676,0.05171625,0.07663844,0.99383819,-0.00079895,0.00119842,0.00053263,-0.01156392,-0.01171329,0.10202141
-0.06008308,0.05178957,0.07374078,0.9941178,-0.00026632,0.00066579,0.00079895,-0.01165728,-0.01174441,0.10195918
-0.05977325,0.05209143,0.07085925,0.99433035,-0.00119842,0.00306264,0.00013316,-0.01158882,-0.01163861,0.1019654
-0.06074636,0.05193625,0.07296882,0.99412686,-0.00013316,0.00279632,0.00146474,-0.01138343,-0.01171329,0.10191561
-0.06155923,0.05157082,0.07690585,0.99379903,-0.00133158,0.00346211,0.00039947,-0.01163238,-0.01177553,0.10187204
-0.06181351,0.05151905,0.07906224,0.9936167,-0.00079895,0.00079895,0.00199737,-0.01163861,-0.0118191,0.10200274
-0.0617505,0.05150572,0.07996798,0.99354881,-0.00053263,0.00266316,-0.00213053,-0.01134609,-0.01160126,0.10189693
-0.06150415,0.05118646,0.08051407,0.99353647,0.00013316,0.00452737,-0.00066579,-0.01112203,-0.01140832,0.10202141
-0.06142428,0.05135582,0.08103786,0.99349004,-0.00039947,0.00319579,0.0,-0.0115328,-0.01157014,0.10199652
-0.06138467,0.05132263,0.08135597,0.99346828,-0.00066579,0.00226369,0.00026632,-0.01169462,-0.01185022,0.10171022
-0.06092459,0.05140769,0.07920365,0.99366611,0.00013316,0.00186421,0.00093211,-0.01157014,-0.01185644,0.10197785
-0.06076856,0.0515511,0.07788453,0.99377251,-0.00026632,0.00266316,0.0,-0.01134609,-0.01175064,0.10207742
-0.06127375,0.0512218,0.07934505,0.99364287,-0.00026632,0.00306264,-0.00053263,-0.01154525,-0.01188134,0.10194673
-0.061834,0.05142567,0.08062579,0.99349463,0.0,0.00053263,0.00186421,-0.01173819,-0.01169462,0.10166043
-0.06134429,0.05143421,0.080243,0.99355549,-0.00079895,0.00213053,-0.00093211,-0.01132741,-0.01145189,0.1020961
-0.06102629,0.05143289,0.07946648,0.99363762,0.00119842,0.0015979,-0.00133158,-0.01171952,-0.01175686,0.10172889
-0.06038707,0.05146082,0.07742909,0.99383605,0.00039947,0.00186421,0.00026632,-0.01152658,-0.01165728,0.10194673
-0.06016263,0.05169469,0.07457261,0.99405593,0.00039947,0.00306264,-0.00106526,-0.01146434,-0.0116635,0.1018347
-0.06058095,0.05178313,0.07420917,0.99405313,0.00133158,0.00039947,0.0,-0.0116635,-0.01188134,0.10214589
-0.06146961,0.05150187,0.07714421,0.99378967,0.00053263,0.00306264,0.0015979,-0.0112714,-0.01163861,0.10217079
-0.06144667,0.05153468,0.07842455,0.99368912,-0.00066579,0.00013316,-0.00026632,-0.01160126,-0.01164483,0.10166043
-0.06027776,0.05167472,0.07412255,0.99408358,0.00026632,0.00146474,-0.00013316,-0.01157637,-0.01183777,0.10205875
-0.05988155,0.05176682,0.07156213,0.99429035,0.00079895,0.00239685,0.0,-0.0114021,-0.01185022,0.10212722
-0.06064956,0.05176045,0.07370529,0.99408758,0.0,0.00119842,0.00106526,-0.01165728,-0.01147056,0.10195918
-0.06117782,0.05173271,0.07488208,0.99396878,0.00053263,0.00146474,-0.00079895,-0.01163238,-0.01191246,0.10172889
-0.06069714,0.05186648,0.07418822,0.99404323,0.0,0.00213053,-0.00013316,-0.01165728,-0.01175064,0.10202763
-0.06035252,0.05187085,0.07335715,0.99412566,0.00079895,0.00146474,-0.00039947,-0.01168217,-0.01178175,0.10170399
-0.06015927,0.05167267,0.07221091,0.99423158,0.00013316,0.00173105,0.00133158,-0.01137721,-0.01152658,0.10182847
-0.06034924,0.05198124,0.07105388,0.99428731,0.00146474,0.00026632,0.00079895,-0.01162616,-0.0117942,0.10197785
-0.06032325,0.05200604,0.07065031,0.99431646,0.00066579,0.00146474,-0.00106526,-0.01158259,-0.01171952,0.10219568
-0.06052627,0.0519398,0.07086388,0.99429232,0.00013316,0.00173105,-0.00013316,-0.01169462,-0.01164483,0.10166665
-0.06082195,0.0518629,0.07136045,0.99424279,-0.00079895,0.00239685,0.00039947,-0.01163861,-0.01163238,0.10247575
-0.06141157,0.05196802,0.07444168,0.9939751,-0.00026632,0.00119842,0.00039947,-0.01175686,-0.01172574,0.10208365
-0.06175264,0.05182715,0.07613537,0.99383307,0.00026632,0.00133158,-0.00106526,-0.01166973,-0.0118191,0.10179735
-0.0614455,0.05197778,0.075652,0.99388111,-0.00173105,0.00226369,0.00119842,-0.01156392,-0.01161371,0.10175379
-0.06113932,0.0519511,0.07541079,0.99391967,0.00093211,0.00226369,0.00133158,-0.01145189,-0.01173819,0.10197785
-0.06048024,0.05195392,0.07279867,0.99415457,0.00026632,0.00199737,-0.00146474,-0.01159504,-0.01193735,0.10190938
-0.06015507,0.05200033,0.0705132,0.99433655,0.00039947,0.00319579,-0.00039947,-0.01171329,-0.01184399,0.10181603
-0.06150312,0.05173496,0.074687,0.99396318,-0.00106526,0.00173105,0.00066579,-0.01151413,-0.01156392,0.1022268
-0.06281265,0.05147499,0.08109616,0.99339235,0.00013316,0.00053263,-0.00106526,-0.01149546,-0.01167595,0.1019654
-0.06292639,0.05126119,0.08429902,0.99312949,0.00026632,0.00119842,-0.00026632,-0.01169462,-0.01172574,0.10187826
-0.06254303,0.05107743,0.08531789,0.99307626,0.0015979,0.00199737,0.00066579,-0.0115577,-0.01184399,0.10169155
-0.06203343,0.05109372,0.08543686,0.99309719,-0.00026632,0.00186421,0.00186421,-0.01122783,-0.01166973,0.10208987
-0.06076806,0.05125611,0.08178823,0.99347413,0.00013316,0.00266316,0.00079895,-0.01137721,-0.01143944,0.1016791
-0.06049731,0.05157015,0.07976428,0.99363887,-0.00133158,0.00346211,-0.00026632,-0.01168217,-0.01156392,0.1016791
-0.06104172,0.05146829,0.08093033,0.99351656,0.00039947,0.00133158,-0.00079895,-0.01143944,-0.01162616,0.10176624
-0.06133612,0.05162964,0.08162299,0.99343342,0.00173105,0.00026632,-0.00066579,-0.01143322,-0.01138343,0.10159197
-0.06121528,0.05146674,0.08191527,0.99342531,0.00026632,0.00226369,0.00079895,-0.01126518,-0.01155147,0.10190938
-0.06137964,0.0514982,0.0820631,0.99340135,-0.00039947,0.00119842,-0.00053263,-0.01135853,-0.01166973,0.10190938
-0.06135304,0.05133753,0.08241746,0.99338198,-0.00093211,0.00279632,0.0,-0.01150168,-0.01193113,0.10190938
-0.06133688,0.05136042,0.08283729,0.99334687,-0.00026632,0.00093211,0.00026632,-0.01155147,-0.01185644,0.1018347
-0.0610969,0.05143733,0.08233968,0.99339896,0.00119842,0.00173105,0.00013316,-0.01165105,-0.0114021,0.10248198
-0.06071012,0.05150242,0.0804494,0.9935742,0.00079895,0.00292948,-0.00053263,-0.01145811,-0.0116635,0.10197785
-0.06078653,0.05158281,0.07958998,0.99363458,-0.00079895,0.00186421,-0.00013316,-0.01157014,-0.01151413,0.1018347
-0.06131018,0.05145365,0.08097286,0.99349743,-0.0015979,0.00173105,0.00093211,-0.01170085,-0.01181288,0.10181603
-0.06154853,0.05148383,0.08172897,0.99341917,-0.00039947,0.00332895,0.00106526,-0.01137721,-0.01151413,0.10182225
-0.06095297,0.05133688,0.08047155,0.99356616,0.00026632,0.00346211,-0.00146474,-0.01148923,-0.01165105,0.10179735
-0.06079647,0.05135643,0.07973104,0.99363434,0.0,0.00319579,-0.00186421,-0.01125895,-0.01153903,0.102121
-0.06209261,0.05137013,0.08324004,0.99326569,0.00106526,0.00226369,-0.00106526,-0.01154525,-0.0117942,0.10199029
-0.06279647,0.05120946,0.08644442,0.99295598,0.00093211,0.00213053,-0.00146474,-0.01153903,-0.01191246,0.10169777
-0.06139955,0.05124257,0.08418814,0.99323553,0.0,0.00319579,-0.00039947,-0.01161993,-0.01180043,0.10187826
-0.06027983,0.05140059,0.07978957,0.9936589,-0.00106526,0.00199737,0.00026632,-0.01152035,-0.01163861,0.10202141
-0.0602157,0.05149251,0.07845869,0.99376404,0.00119842,0.00173105,0.00039947,-0.01158259,-0.01158882,0.1022019
-0.0610115,0.05144262,0.08028369,0.99357224,-0.00066579,0.00253,0.0015979,-0.01175064,-0.01173819,0.10189071
-0.06142196,0.05145418,0.08133122,0.99346119,-0.00039947,0.00146474,-0.00119842,-0.01136476,-0.01149546,0.10202763
-0.06202625,0.05153039,0.08296085,0.99328488,-0.00013316,0.00359527,-0.00026632,-0.01164483,-0.0116884,0.10199029
-0.06193064,0.05133783,0.08386415,0.99322498,0.0015979,0.00186421,-0.00199737,-0.01149546,-0.01169462,0.10185337
-0.06128931,0.05134417,0.08215373,0.99340731,0.00213053,0.00226369,-0.00026632,-0.01161371,-0.01172574,0.10210232
-0.06114393,0.05144177,0.08114005,0.99349457,0.00026632,0.00239685,-0.00026632,-0.01165728,-0.01196225,0.10225792
-0.06171826,0.05121111,0.08256531,0.99335361,0.00026632,0.00146474,-0.00093211,-0.01159504,-0.0116884,0.10184092
-0.06187363,0.05119213,0.0840141,0.99322343,-0.00053263,0.00399474,-0.00026632,-0.01163238,-0.01182532,0.10188448
-0.06136703,0.05133511,0.08339702,0.99329942,-0.00146474,0.00253,-0.00066579,-0.01149546,-0.01165105,0.10229526
-0.06109226,0.0516925,0.08185075,0.99342644,-0.00053263,0.00332895,-0.00026632,-0.01163861,-0.01181288,0.10181603
-0.06065232,0.05162052,0.08032925,0.99358141,0.00146474,0.00133158,0.00199737,-0.01155147,-0.01176931,0.1019654
-0.06033992,0.05170801,0.07848307,0.9937433,0.0015979,0.00119842,0.00039947,-0.01172574,-0.0118191,0.10197162
-0.06038233,0.05162124,0.07753003,0.99382007,-0.00066579,0.00133158,0.00239685,-0.01160126,-0.01178175,0.10219568
-0.06063037,0.05152515,0.07704929,0.99384731,0.0,0.00319579,-0.00079895,-0.01125895,-0.01181288,0.10210855
-0.0608391,0.05161008,0.07669679,0.99385744,0.00013316,0.00199737,-0.00013316,-0.01171952,-0.01155147,0.10175379
-0.06084795,0.05166328,0.0760437,0.99390435,0.00013316,0.00306264,-0.00119842,-0.01145189,-0.0116635,0.10228281
-0.06092621,0.05160816,0.07563411,0.99393368,0.0,-0.00026632,-0.00039947,-0.0115577,-0.01176931,0.10226414
-0.06202813,0.05150114,0.07997605,0.99353117,-0.00066579,0.00253,-0.00119842,-0.01146434,-0.01162616,0.10146749
-0.0624737,0.05122731,0.08229344,0.99332809,0.00039947,0.0015979,0.00079895,-0.0115577,-0.01173196,0.10177246
-0.06190174,0.05128117,0.08262354,0.99333364,0.00093211,0.00359527,0.00186421,-0.011427,-0.01150168,0.10218946
-0.06145853,0.05137246,0.08251423,0.99336565,0.00093211,0.0015979,0.00079895,-0.01142077,-0.01149546,0.10188448
-0.06036264,0.05136409,0.07925717,0.99369836,-0.0015979,0.00279632,-0.00039947,-0.01148923,-0.01173196,0.10202763
-0.05970583,0.05162015,0.07484192,0.99406701,-0.00133158,0.00106526,-0.00013316,-0.01159504,-0.01181288,0.10172889
-0.05983039,0.05182838,0.07325014,0.99416727,0.00199737,0.00319579,-0.00106526,-0.01147679,-0.01143944,0.10208987
-0.06047118,0.05175984,0.07350374,0.99411345,-0.00039947,0.00226369,0.00093211,-0.01132741,-0.01180043,0.10187204
-0.06117479,0.05180428,0.07481539,0.99397016,0.00066579,0.00093211,0.00173105,-0.01157637,-0.01168217,0.10175379
-0.06246203,0.05175894,0.07977795,0.99350643,-0.00026632,0.00279632,0.00053263,-0.01152658,-0.01180665,0.10217079
-0.0626444,0.05144976,0.08256908,0.99328297,0.0,0.00186421,0.00106526,-0.01141455,-0.01191868,0.10235128
-0.06278564,0.05105828,0.08547662,0.99304831,-0.00146474,0.00119842,-0.00026632,-0.01141455,-0.01160749,0.10201519
-0.0628341,0.05103842,0.08713194,0.9929024,-0.0015979,0.00253,-0.00053263,-0.01147679,-0.01180665,0.10177246
-0.06184596,0.05096102,0.08562656,0.99309927,-0.00053263,0.00332895,-0.00066579,-0.01163238,-0.0116884,0.10202763
-0.06145182,0.05113558,0.08446182,0.99321461,-0.00119842,0.00186421,0.00026632,-0.01147056,-0.0116635,0.10187826
-0.06064359,0.05140467,0.08157274,0.99349171,-0.00053263,0.00146474,0.00053263,-0.01166973,-0.01180043,0.10177868
-0.06015186,0.0514446,0.07878508,0.99374449,0.00173105,0.00213053,-0.00066579,-0.0114021,-0.01160126,0.10180358
-0.05992686,0.05170211,0.07578188,0.99397826,-0.00106526,0.00253,0.00066579,-0.01162616,-0.0118191,0.10194051
-0.05942517,0.05195042,0.07251785,0.99423897,0.00039947,0.00133158,-0.00026632,-0.01166973,-0.0118191,0.10199029
-0.0597386,0.05194032,0.07125449,0.99431199,0.00013316,0.00399474,0.00026632,-0.01158259,-0.01180665,0.10217079
-0.06064266,0.05200322,0.07266132,0.99415219,-0.00106526,0.00399474,-0.00039947,-0.01152035,-0.0119249,0.10163553
-0.06091636,0.0518105,0.0733887,0.99409211,-0.00173105,0.00239685,-0.00053263,-0.01145189,-0.01154525,0.10189693
-0.06262808,0.05162861,0.07989702,0.99349326,0.0,0.00173105,-0.00093211,-0.0115577,-0.01173196,0.10181603
-0.06296494,0.0511755,0.08351002,0.99319822,-0.00066579,-0.00039947,0.00093211,-0.01139588,-0.01177553,0.10171644
-0.06060394,0.05155762,0.07756086,0.99380749,-0.00013316,0.00213053,-0.00013316,-0.01147679,-0.01170085,0.10155462
-0.0595663,0.05200695,0.07301588,0.99419111,0.00133158,0.00306264,0.00079895,-0.01133986,-0.01151413,0.102121
-0.05993643,0.05212295,0.07161292,0.99426478,-0.00053263,0.00146474,0.00013316,-0.01178798,-0.0116635,0.10200274
-0.06015832,0.0519564,0.07131021,0.99428189,-0.00106526,0.00279632,-0.00173105,-0.01133364,-0.01178175,0.1020961
-0.06046874,0.05180483,0.0715166,0.99425614,0.0,0.00332895,-0.00079895,-0.0114021,-0.01161993,0.10192183
-0.06077014,0.05175218,0.07207771,0.99419999,0.00079895,0.00093211,0.0,-0.01163238,-0.01188756,0.10222057
-0.06090548,0.051815,0.07247964,0.99415922,0.00146474,0.00133158,0.00119842,-0.01143322,-0.01139588,0.10213967
-0.06099184,0.05174043,0.07305659,0.99411559,-0.00053263,0.00213053,0.00013316,-0.01165105,-0.01166973,0.10195918
-0.06106211,0.05184959,0.07339196,0.99408084,0.00039947,0.00292948,-0.00133158,-0.01129629,-0.01167595,0.10177868
-0.06242352,0.0516289,0.07812908,0.99364668,-0.00026632,0.00186421,0.00079895,-0.01173819,-0.01187511,0.10195295
-0.06262787,0.0516347,0.08099971,0.99340361,-0.00053263,0.00266316,0.00066579,-0.01167595,-0.01190001,0.10213344
-0.06098539,0.05180018,0.07671671,0.99383706,0.00093211,0.00026632,-0.00053263,-0.01162616,-0.0116884,0.10181603
-0.06017331,0.05194907,0.0734424,0.99412614,0.00079895,0.00279632,0.00039947,-0.01158882,-0.01169462,0.10169155
-0.06099789,0.05177756,0.07463606,0.9939959,-0.00013316,0.00093211,-0.00066579,-0.01161371,-0.01186889,0.10198407
-0.06152046,0.051696,0.07687121,0.99379754,-0.0015979,0.00239685,0.00066579,-0.01166973,-0.01169462,0.10234505
-0.06134497,0.05163476,0.07722777,0.99378401,-0.00093211,0.00199737,-0.00106526,-0.01169462,-0.01186889,0.10190938
-0.06090628,0.05153834,0.07605107,0.99390674,0.00079895,0.00173105,0.00026632,-0.01129007,-0.01170085,0.10160442
-0.06092713,0.05139583,0.07611489,0.99390787,-0.00039947,0.00053263,-0.00039947,-0.01137721,-0.0119498,0.10227036
-0.06175062,0.05134511,0.07855002,0.99367028,-0.00026632,0.0015979,-0.00133158,-0.01155147,-0.0119747,0.10189693
-0.06182518,0.05123189,0.07991143,0.99356288,0.00079895,0.00226369,-0.00013316,-0.01144567,-0.01151413,0.10170399
-0.06102596,0.05133927,0.07854376,0.99371576,0.00279632,0.00093211,0.00026632,-0.01149546,-0.01163238,0.10200274
-0.06097084,0.05161651,0.0777194,0.99376965,0.00066579,0.00292948,-0.00039947,-0.01146434,-0.01161371,0.10179735
-0.0597663,0.05155849,0.07356646,0.99416178,0.00093211,0.0015979,-0.00053263,-0.01148301,-0.01158882,0.10273716
-0.05950765,0.05164576,0.07059626,0.9943881,-0.00079895,0.00173105,-0.00013316,-0.01138965,-0.01135231,0.10182225
-0.06043039,0.05156372,0.07164195,0.99426192,0.00026632,0.00253,-0.00079895,-0.01149546,-0.01199959,0.10207742
-0.06117906,0.05165469,0.07349187,0.99407643,0.00093211,0.00186421,-0.00013316,-0.01150168,-0.01188134,0.10205875
-0.06204513,0.05174448,0.07626831,0.99380893,-0.0015979,0.00133158,0.00079895,-0.01176931,-0.01189378,0.10190938
-0.06262417,0.05150681,0.07947539,0.99353355,0.00026632,0.00119842,0.0015979,-0.0116884,-0.01198714,0.10193428
-0.06215667,0.05153809,0.07997495,0.99352121,-0.00106526,0.00133158,0.00079895,-0.01157637,-0.01185644,0.10220813
-0.06048885,0.05188062,0.07554418,0.99395299,-0.00106526,0.00039947,0.00226369,-0.01146434,-0.01165728,0.10212722
-0.06004219,0.0518525,0.07306977,0.99416655,-0.00213053,0.00279632,-0.00119842,-0.01138343,-0.01171329,0.10201519
-0.06065452,0.05190686,0.07345217,0.99409842,0.0,0.0015979,0.00013316,-0.01151413,-0.01158259,0.10206498
-0.06080784,0.0518848,0.07362364,0.9940775,0.00093211,0.00439422,-0.00106526,-0.01153903,-0.01163238,0.10204631
-0.0615766,0.0518499,0.07563884,0.99388063,0.00039947,0.00253,0.00079895,-0.01140832,-0.01176308,0.1015484
-0.06145755,0.05167184,0.0772811,0.99377096,0.00039947,0.00266316,0.00053263,-0.01187511,-0.01185022,0.10206498
-0.06085889,0.05170884,0.07631314,0.99388063,0.0,0.00106526,0.00173105,-0.01169462,-0.01158882,0.10175379
-0.0605546,0.05186337,0.07502003,0.99398965,-0.00053263,0.00119842,0.00146474,-0.01201204,-0.01201826,0.10194673
-0.06097434,0.05206709,0.07538691,0.99392551,-0.00186421,0.00053263,0.00146474,-0.01199959,-0.01161993,0.10221435
-0.06140814,0.05195305,0.07667466,0.9938063,-0.00106526,0.00399474,-0.00013316,-0.01180043,-0.01170707,0.1016542
-0.06156024,0.05197744,0.07672806,0.99379152,-0.00093211,0.00292948,-0.00119842,-0.01127762,-0.01158882,0.10177868
-0.06090913,0.0519958,0.07535028,0.99393606,-0.00013316,0.00266316,-0.00013316,-0.01146434,-0.01167595,0.10172267
-0.0609166,0.05191505,0.07473145,0.99398661,-0.00039947,0.00093211,-0.00133158,-0.0115328,-0.01171329,0.10176624
-0.06126244,0.051613,0.07633726,0.99385899,0.00079895,0.00213053,-0.00133158,-0.01118426,-0.01150168,0.10223924
-0.0613801,0.05159335,0.07722707,0.99378407,-0.00253,0.00106526,0.0,-0.01160126,-0.0116884,0.10172267
-0.06162073,0.05147303,0.07877257,0.99365407,-0.00186421,0.00359527,0.00026632,-0.01138965,-0.01175686,0.10193428
-0.06171228,0.0515083,0.07964583,0.99357694,-0.00066579,0.00226369,0.0,-0.01174441,-0.01181288,0.10184092
-0.06050892,0.05175133,0.0753217,0.9939754,-0.00066579,0.00186421,0.00039947,-0.01178798,-0.01190001,0.10194051
-0.05969836,0.05178754,0.07167083,0.99429244,-0.00026632,0.00213053,0.00119842,-0.01161993,-0.01188134,0.10225792
-0.06076781,0.05184613,0.07339138,0.99409908,-0.00013316,0.00039947,0.00133158,-0.01145811,-0.01161371,0.10190938
-0.06181929,0.0518319,0.07703222,0.99375951,0.00106526,0.00253,0.00026632,-0.01163238,-0.0117942,0.10182225
-0.06168674,0.05169619,0.07819062,0.99368429,0.00119842,0.00106526,0.00079895,-0.01142077,-0.0118191,0.10202141
-0.06130067,0.05170195,0.07753975,0.99375886,0.00106526,0.00253,0.00039947,-0.01152658,-0.01187511,0.10169777
-0.06069085,0.05159353,0.07647742,0.99388427,-0.00039947,0.00186421,-0.00013316,-0.01152035,-0.01164483,0.10240107
-0.05986848,0.05181837,0.07268784,0.99420685,-0.00039947,0.00133158,-0.00026632,-0.01147056,-0.0119249,0.10204008
-0.05998505,0.05209067,0.0704063,0.99434966,0.00013316,0.0015979,0.00026632,-0.01176931,-0.01206183,0.10197785
-0.06087849,0.05220268,0.07257702,0.99413347,0.00146474,0.00226369,0.00146474,-0.01163861,-0.01157014,0.10170399
-0.06107847,0.05201521,0.0737757,0.99404281,-0.00066579,0.00213053,0.00053263,-0.01150168,-0.01176308,0.10161064
-0.06237908,0.05183762,0.07907701,0.99356359,0.00119842,0.0041279,-0.00039947,-0.01165105,-0.01172574,0.10236372
-0.06311759,0.05159972,0.08362555,0.99315679,0.00026632,0.00253,0.0015979,-0.01158882,-0.01183155,0.10187826
-0.06163909,0.05136259,0.08164621,0.99342668,0.0015979,0.00079895,-0.00213053,-0.01105979,-0.01165728,0.10184092
-0.06037112,0.0515609,0.07739363,0.99383456,-0.00093211,0.00226369,0.0,-0.01156392,-0.01183155,0.10176624
-0.06039414,0.05159263,0.07637759,0.99391007,0.00013316,0.00186421,-0.00026632,-0.011427,-0.01160126,0.10198407
-0.06101774,0.05163376,0.07790232,0.99375153,0.00039947,0.00186421,0.00026632,-0.01157014,-0.01162616,0.10176624
-0.06119653,0.05139494,0.07874049,0.9936868,0.00093211,0.00253,-0.00119842,-0.01132741,-0.01158259,0.10212722
-0.06117967,0.05135806,0.0792754,0.99364734,0.00079895,0.00266316,0.00053263,-0.01170707,-0.01194358,0.10198407
-0.06123821,0.05145682,0.07957792,0.99361432,0.00146474,0.00173105,-0.00079895,-0.01159504,-0.01177553,0.10210232
-0.06090459,0.05184743,0.07710375,0.99380958,0.0,0.00253,-0.00199737,-0.01155147,-0.01199337,0.10203386
-0.06060933,0.05180243,0.07570212,0.99393767,-0.00066579,0.00053263,-0.00119842,-0.01171329,-0.01198714,0.10198407
-0.0609727,0.05182246,0.07676199,0.99383318,-0.00133158,0.00186421,0.0,-0.01139588,-0.01159504,0.10178491
-0.06129107,0.05156923,0.07764787,0.9937579,-0.00133158,0.00106526,0.00093211,-0.01147056,-0.01172574,0.10188448
-0.06137228,0.05144794,0.07824847,0.99371213,-0.00093211,0.00253,-0.00053263,-0.01145811,-0.01170707,0.10211477
-0.0614237,0.05135108,0.07863935,0.9936831,-0.0015979,0.00186421,0.00133158,-0.01150168,-0.01151413,0.10185337
-0.06122629,0.05143679,0.07831376,0.99371666,0.00066579,0.00186421,-0.00039947,-0.01158882,-0.01177553,0.10192806
-0.06096691,0.05162599,0.07750877,0.99378586,-0.00133158,0.00119842,0.00026632,-0.01125895,-0.01182532,0.10212722
-0.06103948,0.05161527,0.07730547,0.99379772,0.00066579,0.00186421,-0.00066579,-0.01163238,-0.01180043,0.10225792
-0.06151575,0.05172962,0.07833649,0.99368173,-0.00039947,0.00066579,-0.00186421,-0.01178798,-0.01180043,0.1018347
-0.06149687,0.05159342,0.07888833,0.99364626,-0.00013316,0.00173105,0.00013316,-0.01143322,-0.0115328,0.10202763
-0.06181907,0.05149745,0.08152403,0.99341851,0.00079895,0.00186421,-0.00066579,-0.01158259,-0.01172574,0.10195918
-0.06217928,0.05140534,0.08307327,0.99327248,0.00239685,0.00226369,0.00039947,-0.01152658,-0.0119249,0.10182847
-0.06193017,0.05142822,0.08277065,0.99331218,-0.00133158,0.00279632,0.00093211,-0.01158882,-0.01178175,0.10199029
-0.06151513,0.05134072,0.08247378,0.99336708,0.00039947,0.00173105,-0.00039947,-0.01140832,-0.01121539,0.10203386
-0.06029974,0.05128805,0.07796983,0.99380797,0.00053263,0.00292948,-0.00039947,-0.01135853,-0.01195602,0.10189693
-0.05963656,0.05172357,0.07312479,0.99419361,-0.00119842,0.00146474,-0.00106526,-0.01181288,-0.01191868,0.1018098
-0.05998483,0.05173842,0.07236279,0.99422771,0.00013316,0.00213053,0.00026632,-0.01154525,-0.0115577,0.10184714
-0.06077339,0.05159498,0.07440312,0.99403661,0.0,0.00133158,-0.00013316,-0.01176308,-0.01170085,0.10194051
